year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1973,47,1,suicide,15-17 yrs,8,244767,15.993986,0,.2470212,1.03,.12,.68000001,1.83,3.2684145
1973,47,1,homicide,15-17 yrs,17,244767,15.993986,0,.2470212,1.03,.12,.68000001,1.83,6.9453807
1973,47,1,other external,15-17 yrs,57,244767,15.993986,0,.2470212,1.03,.12,.68000001,1.83,23.287453
1973,47,1,internal,15-17 yrs,74,244767,15.993986,0,.2470212,1.03,.12,.68000001,1.83,30.232834
1973,47,1,all,18-20 yrs,385,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,166.47424
1973,47,1,MVA,18-20 yrs,173,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,74.805313
1973,47,1,suicide,18-20 yrs,23,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,9.9452152
1973,47,1,homicide,18-20 yrs,33,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,14.269221
1973,47,1,other external,18-20 yrs,63,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,27.241241
1973,47,1,internal,18-20 yrs,93,231267,18.976654,1,.2470212,1.03,.12,.68000001,1.83,40.213261
1973,47,1,all,21-24 yrs,475,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,161.58441
1973,47,1,MVA,21-24 yrs,155,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,52.727547
1973,47,1,suicide,21-24 yrs,41,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,13.947286
1973,47,1,homicide,21-24 yrs,64,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,21.771374
1973,47,1,other external,21-24 yrs,97,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,32.997238
1973,47,1,internal,21-24 yrs,118,293964,22.486298,1,.2470212,1.03,.12,.68000001,1.83,40.140968
1974,47,1,MVA,15-17 yrs,145,247522,16.001587,0,.22246942,1.0700001,.11,.69999999,1.88,58.58065
1974,47,1,suicide,15-17 yrs,12,247522,16.001587,0,.22246942,1.0700001,.11,.69999999,1.88,4.8480539
1974,47,1,homicide,15-17 yrs,11,247522,16.001587,0,.22246942,1.0700001,.11,.69999999,1.88,4.4440494
1974,47,1,other external,15-17 yrs,61,247522,16.001587,0,.22246942,1.0700001,.11,.69999999,1.88,24.644274
1974,47,1,internal,15-17 yrs,50,247522,16.001587,0,.22246942,1.0700001,.11,.69999999,1.88,20.200224
1974,47,1,all,18-20 yrs,362,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,150.35596
1974,47,1,MVA,18-20 yrs,156,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,64.794281
1974,47,1,suicide,18-20 yrs,24,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,9.9683504
1974,47,1,homicide,18-20 yrs,41,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,17.029266
1974,47,1,other external,18-20 yrs,57,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,23.674833
1974,47,1,internal,18-20 yrs,84,240762,18.992142,1,.22246942,1.0700001,.11,.69999999,1.88,34.889225
1974,47,1,all,21-24 yrs,477,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,160.34367
1974,47,1,MVA,21-24 yrs,147,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,49.414089
1974,47,1,suicide,21-24 yrs,47,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,15.799063
1974,47,1,homicide,21-24 yrs,77,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,25.883572
1974,47,1,other external,21-24 yrs,79,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,26.555872
1974,47,1,internal,21-24 yrs,127,297486,22.504894,1,.22246942,1.0700001,.11,.69999999,1.88,42.691086
1975,47,1,MVA,15-17 yrs,123,248883,15.996151,0,.20386137,1.09,.12,.72000003,1.92,49.420811
1975,47,1,suicide,15-17 yrs,15,248883,15.996151,0,.20386137,1.09,.12,.72000003,1.92,6.0269284
1975,47,1,homicide,15-17 yrs,17,248883,15.996151,0,.20386137,1.09,.12,.72000003,1.92,6.8305187
1975,47,1,other external,15-17 yrs,66,248883,15.996151,0,.20386137,1.09,.12,.72000003,1.92,26.518484
1975,47,1,internal,15-17 yrs,69,248883,15.996151,0,.20386137,1.09,.12,.72000003,1.92,27.723869
1975,47,1,all,18-20 yrs,403,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,162.69615
1975,47,1,MVA,18-20 yrs,181,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,73.071968
1975,47,1,suicide,18-20 yrs,30,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,12.111376
1975,47,1,homicide,18-20 yrs,42,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,16.955927
1975,47,1,other external,18-20 yrs,72,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,29.067303
1975,47,1,internal,18-20 yrs,78,247701,18.990391,1,.20386137,1.09,.12,.72000003,1.92,31.489578
1975,47,1,all,21-24 yrs,443,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,146.26593
1975,47,1,MVA,21-24 yrs,131,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,43.252453
1975,47,1,suicide,21-24 yrs,51,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,16.838741
1975,47,1,homicide,21-24 yrs,73,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,24.102512
1975,47,1,other external,21-24 yrs,80,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,26.413712
1975,47,1,internal,21-24 yrs,108,302873,22.496914,1,.20386137,1.09,.12,.72000003,1.92,35.658512
1976,47,1,MVA,15-17 yrs,125,251659,15.997242,0,.19275469,1.0599999,.11,.74000001,1.91,49.670387
1976,47,1,suicide,15-17 yrs,11,251659,15.997242,0,.19275469,1.0599999,.11,.74000001,1.91,4.3709941
1976,47,1,homicide,15-17 yrs,13,251659,15.997242,0,.19275469,1.0599999,.11,.74000001,1.91,5.1657205
1976,47,1,other external,15-17 yrs,47,251659,15.997242,0,.19275469,1.0599999,.11,.74000001,1.91,18.676065
1976,47,1,internal,15-17 yrs,74,251659,15.997242,0,.19275469,1.0599999,.11,.74000001,1.91,29.404869
1976,47,1,all,18-20 yrs,369,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,145.78065
1976,47,1,MVA,18-20 yrs,165,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,65.18647
1976,47,1,suicide,18-20 yrs,32,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,12.642225
1976,47,1,homicide,18-20 yrs,39,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,15.407712
1976,47,1,other external,18-20 yrs,59,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,23.309103
1976,47,1,internal,18-20 yrs,74,253120,18.996065,1,.19275469,1.0599999,.11,.74000001,1.91,29.235146
1976,47,1,all,21-24 yrs,434,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,140.63239
1976,47,1,MVA,21-24 yrs,141,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,45.689327
1976,47,1,suicide,21-24 yrs,45,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,14.581699
1976,47,1,homicide,21-24 yrs,59,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,19.118229
1976,47,1,other external,21-24 yrs,89,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,28.839361
1976,47,1,internal,21-24 yrs,100,308606,22.473173,1,.19275469,1.0599999,.11,.74000001,1.91,32.403778
1977,47,1,MVA,15-17 yrs,117,253299,16.003044,0,.18098584,1.1,.1,.70999998,1.91,46.190472
1977,47,1,suicide,15-17 yrs,16,253299,16.003044,0,.18098584,1.1,.1,.70999998,1.91,6.3166456
1977,47,1,homicide,15-17 yrs,17,253299,16.003044,0,.18098584,1.1,.1,.70999998,1.91,6.7114358
1977,47,1,other external,15-17 yrs,37,253299,16.003044,0,.18098584,1.1,.1,.70999998,1.91,14.607243
1977,47,1,internal,15-17 yrs,62,253299,16.003044,0,.18098584,1.1,.1,.70999998,1.91,24.477001
1977,47,1,all,18-20 yrs,372,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,144.1866
1977,47,1,MVA,18-20 yrs,170,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,65.891731
1977,47,1,suicide,18-20 yrs,27,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,10.465157
1977,47,1,homicide,18-20 yrs,37,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,14.341141
1977,47,1,other external,18-20 yrs,73,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,28.294683
1977,47,1,internal,18-20 yrs,65,257999,19.003918,1,.18098584,1.1,.1,.70999998,1.91,25.193895
1977,47,1,all,21-24 yrs,481,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,152.43758
1977,47,1,MVA,21-24 yrs,177,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,56.094494
1977,47,1,suicide,21-24 yrs,49,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,15.528984
1977,47,1,homicide,21-24 yrs,67,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,21.233509
1977,47,1,other external,21-24 yrs,86,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,27.254951
1977,47,1,internal,21-24 yrs,102,315539,22.461668,1,.18098584,1.1,.1,.70999998,1.91,32.325638
1978,47,1,MVA,15-17 yrs,110,254735,16.003595,0,.16821691,1.16,.11,.72000003,1.99,43.182129
1978,47,1,suicide,15-17 yrs,16,254735,16.003595,0,.16821691,1.16,.11,.72000003,1.99,6.2810373
1978,47,1,homicide,15-17 yrs,13,254735,16.003595,0,.16821691,1.16,.11,.72000003,1.99,5.1033425
1978,47,1,other external,15-17 yrs,39,254735,16.003595,0,.16821691,1.16,.11,.72000003,1.99,15.310028
1978,47,1,internal,15-17 yrs,70,254735,16.003595,0,.16821691,1.16,.11,.72000003,1.99,27.479538
1978,47,1,all,18-20 yrs,424,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,162.57607
1978,47,1,MVA,18-20 yrs,191,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,73.235916
1978,47,1,suicide,18-20 yrs,29,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,11.119589
1978,47,1,homicide,18-20 yrs,32,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,12.269892
1978,47,1,other external,18-20 yrs,80,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,30.674728
1978,47,1,internal,18-20 yrs,92,260801,18.996824,1,.16821691,1.16,.11,.72000003,1.99,35.27594
1978,47,1,all,21-24 yrs,496,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,152.15237
1978,47,1,MVA,21-24 yrs,196,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,60.124729
1978,47,1,suicide,21-24 yrs,45,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,13.804147
1978,47,1,homicide,21-24 yrs,62,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,19.019047
1978,47,1,other external,21-24 yrs,88,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,26.994776
1978,47,1,internal,21-24 yrs,105,325989,22.470274,1,.16821691,1.16,.11,.72000003,1.99,32.209675
1979,47,.80665362,MVA,15-17 yrs,96,254860,16.000051,0,.15107083,1.14,.11,.73000002,1.98,37.66774
1979,47,.80665362,suicide,15-17 yrs,17,254860,16.000051,0,.15107083,1.14,.11,.73000002,1.98,6.6703286
1979,47,.80665362,homicide,15-17 yrs,16,254860,16.000051,0,.15107083,1.14,.11,.73000002,1.98,6.2779565
1979,47,.80665362,other external,15-17 yrs,43,254860,16.000051,0,.15107083,1.14,.11,.73000002,1.98,16.872007
1979,47,.80665362,internal,15-17 yrs,56,254860,16.000051,0,.15107083,1.14,.11,.73000002,1.98,21.972847
1979,47,.80665362,all,18-20 yrs,412,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,156.04819
1979,47,.80665362,MVA,18-20 yrs,174,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,65.903847
1979,47,.80665362,suicide,18-20 yrs,36,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,13.635279
1979,47,.80665362,homicide,18-20 yrs,38,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,14.392795
1979,47,.80665362,other external,18-20 yrs,63,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,23.861738
1979,47,.80665362,internal,18-20 yrs,101,264021,18.997663,.80665362,.15107083,1.14,.11,.73000002,1.98,38.254532
1979,47,.80665362,all,21-24 yrs,495,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,149.3501
1979,47,.80665362,MVA,21-24 yrs,189,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,57.024586
1979,47,.80665362,suicide,21-24 yrs,62,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,18.706478
1979,47,.80665362,homicide,21-24 yrs,62,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,18.706478
1979,47,.80665362,other external,21-24 yrs,82,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,24.740826
1979,47,.80665362,internal,21-24 yrs,100,331436,22.478991,1,.15107083,1.14,.11,.73000002,1.98,30.171738
1980,47,.67577308,MVA,15-17 yrs,105,251175,16.012028,0,.13310367,1.1,.12,.69,1.92,41.803524
1980,47,.67577308,suicide,15-17 yrs,9,251175,16.012028,0,.13310367,1.1,.12,.69,1.92,3.5831592
1980,47,.67577308,homicide,15-17 yrs,11,251175,16.012028,0,.13310367,1.1,.12,.69,1.92,4.3794169
1980,47,.67577308,other external,15-17 yrs,50,251175,16.012028,0,.13310367,1.1,.12,.69,1.92,19.906439
1980,47,.67577308,internal,15-17 yrs,57,251175,16.012028,0,.13310367,1.1,.12,.69,1.92,22.693342
1980,47,.67577308,all,18-20 yrs,371,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,139.72214
1980,47,.67577308,MVA,18-20 yrs,174,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,65.53006
1980,47,.67577308,suicide,18-20 yrs,32,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,12.051505
1980,47,.67577308,homicide,18-20 yrs,45,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,16.94743
1980,47,.67577308,other external,18-20 yrs,65,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,24.47962
1980,47,.67577308,internal,18-20 yrs,55,265527,19.008146,.67577308,.13310367,1.1,.12,.69,1.92,20.713524
1980,47,.67577308,all,21-24 yrs,510,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,151.50885
1980,47,.67577308,MVA,21-24 yrs,184,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,54.662018
1980,47,.67577308,suicide,21-24 yrs,52,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,15.447961
1980,47,.67577308,homicide,21-24 yrs,87,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,25.845627
1980,47,.67577308,other external,21-24 yrs,89,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,26.439779
1980,47,.67577308,internal,21-24 yrs,98,336614,22.487139,1,.13310367,1.1,.12,.69,1.92,29.113464
1981,47,.68333179,MVA,15-17 yrs,106,242403,16.032492,0,.13840093,1.14,.13,.72000003,1.98,43.728832
1981,47,.68333179,suicide,15-17 yrs,18,242403,16.032492,0,.13840093,1.14,.13,.72000003,1.98,7.4256506
1981,47,.68333179,homicide,15-17 yrs,18,242403,16.032492,0,.13840093,1.14,.13,.72000003,1.98,7.4256506
1981,47,.68333179,other external,15-17 yrs,36,242403,16.032492,0,.13840093,1.14,.13,.72000003,1.98,14.851301
1981,47,.68333179,internal,15-17 yrs,38,242403,16.032492,0,.13840093,1.14,.13,.72000003,1.98,15.676373
1981,47,.68333179,all,18-20 yrs,316,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,120.56283
1981,47,.68333179,MVA,18-20 yrs,152,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,57.992249
1981,47,.68333179,suicide,18-20 yrs,30,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,11.445838
1981,47,.68333179,homicide,18-20 yrs,28,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,10.682782
1981,47,.68333179,other external,18-20 yrs,36,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,13.735006
1981,47,.68333179,internal,18-20 yrs,70,262104,19.027477,.68333179,.13840093,1.14,.13,.72000003,1.98,26.706957
1981,47,.68333179,all,21-24 yrs,414,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,121.5049
1981,47,.68333179,MVA,21-24 yrs,154,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,45.197475
1981,47,.68333179,suicide,21-24 yrs,60,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,17.609406
1981,47,.68333179,homicide,21-24 yrs,68,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,19.957327
1981,47,.68333179,other external,21-24 yrs,40,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,11.739604
1981,47,.68333179,internal,21-24 yrs,92,340727,22.494228,1,.13840093,1.14,.13,.72000003,1.98,27.001089
1982,47,.67690212,MVA,15-17 yrs,102,230933,16.032892,0,.13036938,1.13,.14,.69999999,1.96,44.168655
1982,47,.67690212,suicide,15-17 yrs,6,230933,16.032892,0,.13036938,1.13,.14,.69999999,1.96,2.5981562
1982,47,.67690212,homicide,15-17 yrs,14,230933,16.032892,0,.13036938,1.13,.14,.69999999,1.96,6.0623646
1982,47,.67690212,other external,15-17 yrs,36,230933,16.032892,0,.13036938,1.13,.14,.69999999,1.96,15.588937
1982,47,.67690212,internal,15-17 yrs,48,230933,16.032892,0,.13036938,1.13,.14,.69999999,1.96,20.78525
1982,47,.67690212,all,18-20 yrs,326,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,127.11485
1982,47,.67690212,MVA,18-20 yrs,160,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,62.387653
1982,47,.67690212,suicide,18-20 yrs,26,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,10.137994
1982,47,.67690212,homicide,18-20 yrs,32,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,12.47753
1982,47,.67690212,other external,18-20 yrs,48,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,18.716295
1982,47,.67690212,internal,18-20 yrs,60,256461,19.018705,.67690212,.13036938,1.13,.14,.69999999,1.96,23.39537
1982,47,.67690212,all,21-24 yrs,436,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,127.09666
1982,47,.67690212,MVA,21-24 yrs,152,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,44.308926
1982,47,.67690212,suicide,21-24 yrs,40,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,11.660244
1982,47,.67690212,homicide,21-24 yrs,64,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,18.656389
1982,47,.67690212,other external,21-24 yrs,74,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,21.571451
1982,47,.67690212,internal,21-24 yrs,106,343046,22.485058,1,.13036938,1.13,.14,.69999999,1.96,30.899647
1983,47,.68103856,MVA,15-17 yrs,62,220708,16.02043,0,.1263117,1.1,.14,.69,1.9299999,28.091415
1983,47,.68103856,suicide,15-17 yrs,17,220708,16.02043,0,.1263117,1.1,.14,.69,1.9299999,7.7024846
1983,47,.68103856,homicide,15-17 yrs,4,220708,16.02043,0,.1263117,1.1,.14,.69,1.9299999,1.8123493
1983,47,.68103856,other external,15-17 yrs,31,220708,16.02043,0,.1263117,1.1,.14,.69,1.9299999,14.045708
1983,47,.68103856,internal,15-17 yrs,47,220708,16.02043,0,.1263117,1.1,.14,.69,1.9299999,21.295105
1983,47,.68103856,all,18-20 yrs,336,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,134.11299
1983,47,.68103856,MVA,18-20 yrs,176,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,70.249664
1983,47,.68103856,suicide,18-20 yrs,30,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,11.974375
1983,47,.68103856,homicide,18-20 yrs,37,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,14.768395
1983,47,.68103856,other external,18-20 yrs,39,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,15.566688
1983,47,.68103856,internal,18-20 yrs,54,250535,19.018927,.68103856,.1263117,1.1,.14,.69,1.9299999,21.553875
1983,47,.68103856,all,21-24 yrs,423,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,123.42149
1983,47,.68103856,MVA,21-24 yrs,148,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,43.182934
1983,47,.68103856,suicide,21-24 yrs,52,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,15.172381
1983,47,.68103856,homicide,21-24 yrs,64,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,18.6737
1983,47,.68103856,other external,21-24 yrs,71,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,20.716137
1983,47,.68103856,internal,21-24 yrs,88,342728,22.494772,1,.1263117,1.1,.14,.69,1.9299999,25.676338
1984,47,.66070205,MVA,15-17 yrs,68,218579,16.000769,0,.12108417,1.11,.15000001,.69999999,1.95,31.110033
1984,47,.66070205,suicide,15-17 yrs,8,218579,16.000769,0,.12108417,1.11,.15000001,.69999999,1.95,3.6600039
1984,47,.66070205,homicide,15-17 yrs,11,218579,16.000769,0,.12108417,1.11,.15000001,.69999999,1.95,5.0325055
1984,47,.66070205,other external,15-17 yrs,25,218579,16.000769,0,.12108417,1.11,.15000001,.69999999,1.95,11.437512
1984,47,.66070205,internal,15-17 yrs,44,218579,16.000769,0,.12108417,1.11,.15000001,.69999999,1.95,20.130022
1984,47,.66070205,all,18-20 yrs,330,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,135.55368
1984,47,.66070205,MVA,18-20 yrs,170,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,69.830681
1984,47,.66070205,suicide,18-20 yrs,37,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,15.198442
1984,47,.66070205,homicide,18-20 yrs,25,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,10.269217
1984,47,.66070205,other external,18-20 yrs,37,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,15.198442
1984,47,.66070205,internal,18-20 yrs,61,243446,19.039537,.66070205,.12108417,1.11,.15000001,.69999999,1.95,25.056892
1984,47,.66070205,all,21-24 yrs,438,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,128.81937
1984,47,.66070205,MVA,21-24 yrs,173,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,50.880707
1984,47,.66070205,suicide,21-24 yrs,70,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,20.587568
1984,47,.66070205,homicide,21-24 yrs,48,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,14.11719
1984,47,.66070205,other external,21-24 yrs,63,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,18.528812
1984,47,.66070205,internal,21-24 yrs,84,340011,22.516033,1,.12108417,1.11,.15000001,.69999999,1.95,24.705084
1985,47,.37741885,MVA,15-17 yrs,66,221123,15.984177,0,.11692049,1.11,.16,.67000002,1.9400001,29.847641
1985,47,.37741885,suicide,15-17 yrs,16,221123,15.984177,0,.11692049,1.11,.16,.67000002,1.9400001,7.2357917
1985,47,.37741885,homicide,15-17 yrs,12,221123,15.984177,0,.11692049,1.11,.16,.67000002,1.9400001,5.4268441
1985,47,.37741885,other external,15-17 yrs,22,221123,15.984177,0,.11692049,1.11,.16,.67000002,1.9400001,9.949214
1985,47,.37741885,internal,15-17 yrs,39,221123,15.984177,0,.11692049,1.11,.16,.67000002,1.9400001,17.637243
1985,47,.37741885,all,18-20 yrs,302,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,128.94687
1985,47,.37741885,MVA,18-20 yrs,130,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,55.506927
1985,47,.37741885,suicide,18-20 yrs,39,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,16.652079
1985,47,.37741885,homicide,18-20 yrs,26,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,11.101385
1985,47,.37741885,other external,18-20 yrs,41,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,17.506031
1985,47,.37741885,internal,18-20 yrs,66,234205,19.039364,.37741885,.11692049,1.11,.16,.67000002,1.9400001,28.180441
1985,47,.37741885,all,21-24 yrs,436,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,129.25029
1985,47,.37741885,MVA,21-24 yrs,190,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,56.324669
1985,47,.37741885,suicide,21-24 yrs,41,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,12.15427
1985,47,.37741885,homicide,21-24 yrs,50,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,14.822281
1985,47,.37741885,other external,21-24 yrs,53,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,15.711617
1985,47,.37741885,internal,21-24 yrs,102,337330,22.523512,1,.11692049,1.11,.16,.67000002,1.9400001,30.237453
1986,47,.058161266,MVA,15-17 yrs,99,227805,15.983815,0,.11478691,1.17,.16,.63,1.96,43.458221
1986,47,.058161266,suicide,15-17 yrs,10,227805,15.983815,0,.11478691,1.17,.16,.63,1.96,4.3897195
1986,47,.058161266,homicide,15-17 yrs,10,227805,15.983815,0,.11478691,1.17,.16,.63,1.96,4.3897195
1986,47,.058161266,other external,15-17 yrs,30,227805,15.983815,0,.11478691,1.17,.16,.63,1.96,13.169158
1986,47,.058161266,internal,15-17 yrs,40,227805,15.983815,0,.11478691,1.17,.16,.63,1.96,17.558878
1986,47,.058161266,all,18-20 yrs,341,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,151.44113
1986,47,.058161266,MVA,18-20 yrs,161,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,71.501534
1986,47,.058161266,suicide,18-20 yrs,32,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,14.211485
1986,47,.058161266,homicide,18-20 yrs,47,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,20.873117
1986,47,.058161266,other external,18-20 yrs,53,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,23.537771
1986,47,.058161266,internal,18-20 yrs,48,225170,19.02503,.058161266,.11478691,1.17,.16,.63,1.96,21.317226
1986,47,.058161266,all,21-24 yrs,491,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,149.54057
1986,47,.058161266,MVA,21-24 yrs,190,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,57.867023
1986,47,.058161266,suicide,21-24 yrs,50,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,15.228164
1986,47,.058161266,homicide,21-24 yrs,83,328339,22.521116,1,.11478691,1.17,.16,.63,1.96,25.278751
